Category,Description,Data.Kilocalories,Data.Protein,Data.Fat.Total Lipid,Data.Carbohydrate,Data.Sugar Total,Data.Cholesterol,Data.Water,Data.Major Minerals.Calcium,Data.Major Minerals.Iron,Data.Vitamins.Vitamin C,Data.Vitamins.Vitamin A - RAE,missing_count
BEANS,"BEANS,NAVY,MATURE SEEDS,RAW",337.0,22.33,1.5,60.75,3.880000114,0,12.1,147,5.49,0.0,0,0
BEANS,"BEANS,NAVY,MATURE SEEDS,CKD,BLD,WO/SALT",140.0,8.23,0.62,26.05,0.370000005,0,63.81,69,2.36,0.9,0,0
BEANS,"BEANS,NAVY,MATURE SEEDS,CND",113.0,7.53,0.43,20.45,0.280000001,0,70.45,47,1.85,0.7,0,0
BEANS,"BEANS,PINK,MATURE SEEDS,RAW",343.0,20.96,1.13,64.19,2.140000105,0,10.06,130,6.77,0.0,0,0
BEANS,"BEANS,PINK,MATURE SEEDS,CKD,BLD,WO/SALT",149.0,9.06,0.49,27.91,0.360000014,0,61.2,52,2.3,0.0,0,0
BEANS,"BEANS,PINTO,MATURE SEEDS,RAW",347.0,21.42,1.23,62.55,2.109999895,0,11.33,113,5.07,6.3,0,0
BEANS,"BEANS,PINTO,MATURE SEEDS,CKD,BLD,WO/SALT",143.0,9.01,0.65,26.22,0.340000004,0,62.95,46,2.09,0.8,0,0
BEANS,"BEANS,PINTO,MATURE SEEDS,CND",86.0,4.86,0.81,15.25,0.209999993,0,77.54,43,1.46,0.9,0,0
BEANS,"BEANS,SML WHITE,MATURE SEEDS,RAW",336.0,21.11,1.18,62.25,0.0,0,11.71,173,7.73,0.0,0,0
BEANS,"BEANS,SML WHITE,MATURE SEEDS,CKD,BLD,WO/SALT",142.0,8.97,0.64,25.81,0.0,0,63.24,73,2.84,0.0,0,0
BEANS,"BEANS,YEL,MATURE SEEDS,RAW",345.0,22.0,2.6,60.7,0.0,0,11.1,166,7.01,0.0,0,0
BEANS,"BEANS,YEL,MATURE SEEDS,CKD,BLD,WO/SALT",144.0,9.16,1.08,25.27,0.0,0,62.98,62,2.48,1.8,0,0
BEANS,"BEANS,WHITE,MATURE SEEDS,RAW",333.0,23.36,0.85,60.27,2.109999895,0,11.32,240,10.44,0.0,0,0
BEANS,"BEANS,WHITE,MATURE SEEDS,CKD,BLD,WO/SALT",139.0,9.73,0.35,25.09,0.340000004,0,63.08,90,3.7,0.0,0,0
BEANS,"BEANS,WHITE,MATURE SEEDS,CND",114.0,7.26,0.29,21.2,0.289999992,0,70.1,73,2.99,0.0,0,0
BROADBEANS (FAVA BEANS),"BROADBEANS (FAVA BEANS),MATURE SEEDS,RAW",341.0,26.12,1.53,58.29,5.699999809,0,10.98,103,6.7,1.4,3,0
BROADBEANS (FAVA BNS),"BROADBEANS (FAVA BNS),MATURE SEEDS,CKD,BLD,WO/SALT",110.0,7.6,0.4,19.65,1.820000052,0,71.54,36,1.5,0.3,1,0
BROADBEANS (FAVA BNS),"BROADBEANS (FAVA BNS),MATURE SEEDS,CND",71.0,5.47,0.22,12.41,0.0,0,80.32,26,1.0,1.8,1,0
No Category,CAROB FLOUR,222.0,4.62,0.65,88.88,49.08000183,0,3.58,348,2.94,0.2,1,0
CHICKPEAS (GARBANZO BNS,"CHICKPEAS (GARBANZO BNS,BENGAL GM),MATURE SEEDS,RAW",364.0,19.3,6.04,60.65,10.69999981,0,11.53,105,6.24,4.0,3,0
CHICKPEAS ,"CHICKPEAS ,MATURE SEEDS,CKD,BLD,WO/SALT",164.0,8.86,2.59,27.42,4.800000191,0,60.21,49,2.89,1.3,1,0
CHICKPEAS (GARBANZO BNS,"CHICKPEAS (GARBANZO BNS,BENGAL GM),MATURE SEEDS,CND",119.0,4.95,1.14,22.61,0.0,0,69.69,32,1.35,3.8,1,0
CHILI WITH BEANS,"CHILI WITH BEANS,CANNED",112.0,5.71,5.49,11.91,1.190000057,17,75.51,47,3.43,1.7,17,0
COWPEAS,"COWPEAS,CATJANG,MATURE SEEDS,RAW",343.0,23.85,2.07,59.64,0.0,0,11.05,85,9.95,1.5,2,0
COWPEAS,"COWPEAS,CATJANG,MATURE SEEDS,CKD,BLD,WO/SALT",117.0,8.13,0.71,20.32,0.0,0,69.7,26,3.05,0.4,1,0
COWPEAS,"COWPEAS,COMMON (BLACKEYES,CROWDER,SOUTHERN),MTRE SEEDS,RAW",336.0,23.52,1.26,60.03,6.900000095,0,11.95,110,8.27,1.5,3,0
COWPEAS,"COWPEAS,COMMON (BLKEYES,CRWDR,STHRN),MTURE,CKD,BLD,WO/SALT",116.0,7.73,0.53,20.76,3.299999952,0,70.04,24,2.51,0.4,1,0
COWPEAS,"COWPEAS,COMMON,MATURE SEEDS,CND,PLN",77.0,4.74,0.55,13.63,0.0,0,79.63,20,0.97,2.7,1,0
COWPEAS,"COWPEAS,COMMON,MATURE SEEDS,CND W/PORK",,2.74,1.6,16.53,0.0,7,77.59,17,1.42,0.2,0,0
HYACINTH BNS,"HYACINTH BNS,MATURE SEEDS,RAW",344.0,23.9,1.69,60.76,0.0,0,9.38,130,5.1,0.0,0,0
HYACINTH BNS,"HYACINTH BNS,MATURE SEEDS,CKD,BLD,WO/SALT",117.0,8.14,0.58,20.7,0.0,0,69.13,40,4.58,0.0,0,0
LENTILS,"LENTILS,RAW",353.0,25.8,1.06,60.08,2.029999971,0,10.4,56,7.54,4.4,2,0
LENTILS,"LENTILS,MATURE SEEDS,CKD,BLD,WO/SALT",116.0,9.02,0.38,20.13,1.799999952,0,69.64,19,3.33,1.5,0,0
LIMA BNS,"LIMA BNS,LRG,MATURE SEEDS,RAW",338.0,21.46,0.69,63.38,8.5,0,10.17,81,7.51,0.0,0,0
LIMA BNS,"LIMA BNS,LRG,MATURE SEEDS,CKD,BLD,WO/SALT",115.0,7.8,0.38,20.88,2.900000095,0,69.79,17,2.39,0.0,0,0
LIMA BNS,"LIMA BNS,LRG,MATURE SEEDS,CND",79.0,4.93,0.17,14.91,0.0,0,77.08,21,1.81,0.0,0,0
LIMA BNS,"LIMA BNS,THIN SEEDED (BABY),MATURE SEEDS,RAW",335.0,20.62,0.93,62.83,8.319999695,0,12.07,81,6.19,0.0,0,0
LIMA BNS,"LIMA BNS,THIN SEEDED (BABY),MATURE SEEDS,CKD,BLD,WO/SALT",126.0,8.04,0.38,23.31,0.0,0,67.15,29,2.4,0.0,0,0
LUPINS,"LUPINS,MATURE SEEDS,RAW",371.0,36.17,9.74,40.38,0.0,0,10.44,176,4.36,4.8,1,0
LUPINS,"LUPINS,MATURE SEEDS,CKD,BLD,WO/ SALT",119.0,15.57,2.92,9.88,0.0,0,71.08,51,1.2,1.1,0,0
MOTHBEANS,"MOTHBEANS,MATURE SEEDS,RAW",343.0,22.94,1.61,61.52,0.0,0,9.68,150,10.85,4.0,2,0
MOTHBEANS,"MOTHBEANS,MATURE SEEDS,CKD,BLD,WO/SALT",117.0,7.81,0.55,20.96,0.0,0,69.23,3,3.14,1.0,1,0
MUNG BNS,"MUNG BNS,MATURE SEEDS,RAW",347.0,23.86,1.15,62.62,6.599999905,0,9.05,132,6.74,4.8,6,0
MUNG BNS,"MUNG BNS,MATURE SEEDS,CKD,BLD,WO/SALT",105.0,7.02,0.38,19.15,2.0,0,72.66,27,1.4,1.0,1,0
NOODLES,"NOODLES,CHINESE,CELLOPHANE OR LONG RICE (MUNG BNS),DEHYD",351.0,0.16,0.06,86.09,0.0,0,13.42,25,2.17,0.0,0,0
MUNGO BNS,"MUNGO BNS,MATURE SEEDS,RAW",341.0,25.21,1.64,58.99,0.0,0,10.8,138,7.57,0.0,1,0
MUNGO BNS,"MUNGO BNS,MATURE SEEDS,CKD,BLD,WO/SALT",105.0,7.54,0.55,18.34,2.00999999,0,72.51,53,1.75,1.0,2,0
PEAS,"PEAS,SPLIT,MATURE SEEDS,RAW",341.0,24.55,1.16,60.37,8.0,0,11.27,55,4.43,1.8,7,0
PEAS,"PEAS,SPLIT,MATURE SEEDS,CKD,BLD,WO/SALT",118.0,8.34,0.39,21.1,2.900000095,0,69.49,14,1.29,0.4,0,0
PEANUTS,"PEANUTS,ALL TYPES,RAW",567.0,25.8,49.24,16.13,3.970000029,0,6.5,92,4.58,0.0,0,0
PEANUTS,"PEANUTS,ALL TYPES,CKD,BLD,W/SALT",318.0,13.5,22.01,21.26,2.470000029,0,41.78,55,1.01,0.0,0,0
PEANUTS,"PEANUTS,ALL TYPES,OIL-ROASTED,W/SALT",599.0,28.03,52.5,15.26,4.179999828,0,1.45,61,1.52,0.8,0,0
PEANUTS,"PEANUTS,ALL TYPES,DRY-ROASTED,W/SALT",585.0,23.68,49.66,21.51,4.179999828,0,1.55,54,2.26,0.0,0,0
PEANUTS,"PEANUTS,SPANISH,RAW",570.0,26.15,49.6,15.82,0.0,0,6.39,106,3.91,0.0,0,0
PEANUTS,"PEANUTS,SPANISH,OIL-ROASTED,W/SALT",579.0,28.01,49.04,17.45,0.0,0,1.78,100,2.28,0.0,0,0
PEANUTS,"PEANUTS,VALENCIA,RAW",570.0,25.09,47.58,20.91,0.0,0,4.26,62,2.09,0.0,0,0
PEANUTS,"PEANUTS,VALENCIA,OIL-ROASTED,W/SALT",589.0,27.04,51.24,16.3,0.0,0,2.12,54,1.65,0.0,0,0
PEANUTS,"PEANUTS,VIRGINIA,RAW",563.0,25.19,48.75,16.54,3.950000048,0,6.91,89,2.55,0.0,0,0
PEANUTS,"PEANUTS,VIRGINIA,OIL-ROASTED,W/SALT",578.0,25.87,48.62,19.86,0.0,0,2.17,86,1.67,0.0,0,0
PEANUT BUTTER,"PEANUT BUTTER,CHUNK STYLE,W/SALT",589.0,24.06,49.94,21.57,8.409999847,0,1.14,45,1.9,0.0,0,0
PEANUT BUTTER,"PEANUT BUTTER,SMOOTH STYLE,W/ SALT",588.0,25.09,50.39,19.56,9.220000267,0,1.81,43,1.87,0.0,0,0
PEANUT FLOUR,"PEANUT FLOUR,DEFATTED",327.0,52.2,0.55,34.7,8.220000267,0,7.8,140,2.1,0.0,0,0
PEANUT FLOUR,"PEANUT FLOUR,LOW FAT",428.0,33.8,21.9,31.27,0.0,0,7.8,130,4.74,0.0,0,0
PIGEON PEAS (RED GM),"PIGEON PEAS (RED GM),MATURE SEEDS,RAW",343.0,21.7,1.49,62.78,0.0,0,10.59,130,5.23,0.0,1,0
PIGEON PEAS (RED GM),"PIGEON PEAS (RED GM),MATURE SEEDS,CKD,BLD,WO/SALT",121.0,6.76,0.38,23.25,0.0,0,68.55,43,1.11,0.0,0,0
REFRIED BNS,"REFRIED BNS,CND,TRADITIONAL STYLE (INCLUDES USDA COMMODITY)",91.0,5.41,1.17,15.26,0.460000008,0,76.15,33,1.67,6.0,0,0
BACON,"BACON,MEATLESS",310.0,10.68,29.52,6.32,0.0,0,48.98,23,2.41,0.0,4,0
No Category,MEAT EXTENDER,313.0,38.11,2.97,38.32,0.0,0,7.48,204,11.99,0.0,2,0
SAUSAGE,"SAUSAGE,MEATLESS",257.0,18.53,18.16,9.84,0.0,0,50.4,63,3.72,0.0,0,0
SOYBEANS,"SOYBEANS,MATURE SEEDS,RAW",446.0,36.49,19.94,30.16,7.329999924,0,8.54,277,15.7,6.0,1,0
SOYBEANS,"SOYBEANS,MATURE CKD,BLD,WO/SALT",173.0,16.64,8.97,9.93,3.0,0,62.55,102,5.14,1.7,0,0
SOYBEANS,"SOYBEANS,MATURE SEEDS,RSTD,SALTED",471.0,35.22,25.4,33.55,4.199999809,0,1.95,138,3.9,2.2,10,0
SOYBEANS,"SOYBEANS,MATURE SEEDS,DRY RSTD",451.0,39.58,21.62,32.72,0.0,0,0.8,140,3.95,4.6,0,0
No Category,MISO,199.0,11.69,6.01,26.47,6.199999809,0,43.02,57,2.49,0.0,4,0
No Category,NATTO,212.0,17.72,11.0,14.36,4.889999866,0,55.02,217,8.6,13.0,0,0
No Category,TEMPEH,193.0,18.54,10.8,9.39,0.0,0,59.65,111,2.7,0.0,0,0
SOY FLOUR,"SOY FLOUR,FULL-FAT,RAW",436.0,34.54,20.65,35.19,7.5,0,5.16,206,6.37,0.0,6,0
SOY FLR,"SOY FLR,FULL-FAT,RSTD",441.0,34.8,21.86,33.67,7.610000134,0,3.81,188,5.82,0.0,6,0
SOY FLOUR,"SOY FLOUR,DEFATTED",330.0,47.01,1.22,38.37,18.87999916,0,7.25,241,9.24,0.0,2,0
SOY FLOUR,"SOY FLOUR,LOW-FAT",375.0,45.51,8.9,34.93,10.52999973,0,4.61,285,8.2,0.0,2,0
SOY MEAL,"SOY MEAL,DEFATTED,RAW",339.0,44.95,2.39,40.14,0.0,0,6.94,244,13.7,0.0,2,0
SOYMILK,"SOYMILK,ORIGINAL & VANILLA,UNFORTIFIED",54.0,3.27,1.75,6.28,3.99000001,0,88.05,25,0.64,0.0,0,0
SOY PROT CONC,"SOY PROT CONC,PRODUCED BY ALCOHOL EXTRACTION",331.0,58.13,0.46,30.91,20.0,0,5.8,363,10.78,0.0,0,0
No Category,SOY PROTEIN ISOLATE,338.0,80.69,3.39,7.36,0.0,0,4.98,178,14.5,0.0,0,0
No Category,SOY SAU MADE FROM SOY&WHEAT (SHOYU),53.0,6.28,0.04,7.61,1.700000048,0,70.77,19,1.93,0.0,0,0
No Category,SOY SAU MADE FROM SOY (TAMARI),60.0,10.51,0.1,5.57,1.700000048,0,66.0,20,2.38,0.0,0,0
No Category,SOY SAU MADE FROM HYDROLYZED VEG PROT,40.0,2.43,0.08,7.73,1.700000048,0,75.66,5,1.49,0.0,0,0
TOFU,"TOFU,FIRM,PREP W/CA SULFATE&MAGNESIUM CHLORIDE (NIGARI)",70.0,8.19,4.17,1.69,0.600000024,0,84.95,201,1.61,0.2,0,0
TOFU,"TOFU,SOFT,PREP W/CA SULFATE&MAGNESIUM CHLORIDE (NIGARI)",61.0,6.55,3.69,1.8,0.699999988,0,87.26,111,1.11,0.2,0,0
TOFU,"TOFU,DRIED-FROZEN (KOYADOFU)",480.0,47.94,30.34,14.56,0.0,0,5.78,364,9.73,0.7,26,0
TOFU,"TOFU,FRIED",271.0,17.19,20.18,10.49,2.720000029,0,50.52,372,4.87,0.0,1,0
TOFU,"TOFU,OKARA",77.0,3.22,1.73,12.54,0.0,0,81.64,80,1.3,0.0,0,0
TOFU,"TOFU,SALTED&FERMENTED (FUYU)",116.0,8.15,8.0,5.15,0.0,0,70.01,46,1.98,0.2,0,0
YARDLONG BNS,"YARDLONG BNS,MATURE SEEDS,RAW",347.0,24.33,1.31,61.91,0.0,0,8.43,138,8.61,1.6,3,0
YARDLONG BNS,"YARDLONG BNS,MATURE SEEDS,CKD,BLD,WO/SALT",118.0,8.29,0.45,21.09,0.0,0,68.8,42,2.64,0.4,0,0
WINGED BNS,"WINGED BNS,MATURE SEEDS,RAW",409.0,29.65,16.32,41.71,0.0,0,8.34,440,13.44,0.0,0,0
BEANS,"BEANS,WINGED,MATURE SEEDS,CKD,BLD,WO/SALT",147.0,10.62,5.84,14.94,0.0,0,67.19,142,4.33,0.0,0,0
HUMMUS,"HUMMUS,HOME PREP",177.0,4.86,8.59,20.12,0.270000011,0,64.87,49,1.56,7.9,0,0
FALAFEL,"FALAFEL,HOME-PREPARED",333.0,13.31,17.8,31.84,0.0,0,34.62,54,3.42,1.6,1,0
SOYMILK,"SOYMILK,ORIGINAL & VANILLA,W/ ADDED CA,VITAMINS A & D",43.0,2.6,1.47,4.92,3.650000095,0,90.36,123,0.42,0.0,55,0
LENTILS,"LENTILS,PINK,RAW",345.0,24.95,2.17,59.15,0.0,0,11.79,41,7.56,1.7,3,0
No Category,VEGGIE BURGERS OR SOYBURGERS  UNPREP,177.0,15.7,6.3,14.27,1.070000052,5,61.21,136,2.41,4.5,1,0
PEANUT SPRD,"PEANUT SPRD,RED SUGAR",650.0,24.8,54.89,14.23,3.339999914,0,1.93,72,2.84,0.0,0,0
PEANUT BUTTER,"PEANUT BUTTER,SMOOTH,RED FAT",520.0,25.9,34.0,35.65,9.279999733,0,1.2,35,1.9,0.0,0,0
ENSURE FIBER W/ FOS,"ENSURE FIBER W/ FOS,LIQ",97.0,3.43,2.38,16.36,4.679999828,0,76.0,136,1.75,11.7,144,0
PEANUT BUTTER,"PEANUT BUTTER,SMOOTH,VIT & MINERAL FORT",591.0,25.72,50.81,18.75,10.47000027,0,1.47,43,16.6,0.0,1172,0
PEANUT BUTTER,"PEANUT BUTTER,CHUNKY,VITAMIN&MINERAL FORT",593.0,26.06,51.47,17.69,10.93999958,0,1.48,45,17.5,0.0,1172,0
No Category,CHICKPEA FLOUR (BESAN),387.0,22.39,6.69,57.82,10.85000038,0,10.28,45,4.86,0.0,2,0
HUMMUS,"HUMMUS,COMMERCIAL",166.0,7.9,9.6,14.29,0.0,0,66.59,38,2.44,0.0,0,0
TOFU,"TOFU,EX FIRM,PREP W/NIGARI",91.0,9.89,5.83,2.0,0.5,0,81.28,175,1.84,0.5,0,0
TOFU,"TOFU,HARD,PREP W/NIGARI",146.0,12.68,9.99,4.39,0.0,0,71.12,345,2.75,0.3,0,0
MORI-NU,"MORI-NU,TOFU,SILKEN,SOFT",55.0,4.8,2.7,2.9,1.309999943,0,89.0,31,0.82,0.0,0,0
MORI-NU,"MORI-NU,TOFU,SILKEN,FIRM",62.0,6.9,2.7,2.4,1.269999981,0,87.4,32,1.03,0.0,0,0
MORI-NU,"MORI-NU,TOFU,SILKEN,EX FIRM",55.0,7.4,1.9,2.0,0.99000001,0,88.1,31,1.19,0.0,0,0
MOR-NU,"MOR-NU,TOFU,SILKEN,LITE FIRM",37.0,6.3,0.8,1.1,0.449999988,0,91.4,36,0.75,0.0,0,0
MORI-NU,"MORI-NU,TOFU,SILKEN,LITE EX FIRM",38.0,7.0,0.7,1.0,0.419999987,0,90.9,43,0.79,0.0,0,0
SOYMILK,"SOYMILK,CHOC,UNFORTIFIED",63.0,2.26,1.53,9.95,7.860000134,0,85.61,25,0.48,1.7,0,0
USDA CMDTY,"USDA CMDTY,PNUT BUTTER,SMOOTH",588.0,21.93,49.54,23.98,6.5,0,1.55,54,2.16,0.0,0,0
SOYMILK,"SOYMILK,CHOC,W/ ADDED CA,VITAMINS A & D",63.0,2.26,1.53,9.95,7.860000134,0,85.61,126,0.48,1.7,70,0
REFRIED BNS,"REFRIED BNS,CND,VEGETARIAN",83.0,5.28,0.87,13.5,0.589999974,0,78.39,35,1.7,0.0,0,0
REFRIED BNS,"REFRIED BNS,CND,FAT-FREE",79.0,5.34,0.45,13.5,0.610000014,0,78.69,34,1.62,0.0,0,0
FRIJOLES ROJOS VOLTEADOS (REFRIED BNS,"FRIJOLES ROJOS VOLTEADOS (REFRIED BNS,RED,CANNED)",144.0,5.0,6.93,15.47,0.0,0,70.71,33,1.95,0.0,0,0
TEMPEH,"TEMPEH,CKD",196.0,18.19,11.38,9.35,0.0,0,59.56,96,2.13,0.0,0,0
SOY PROT ISOLATE,"SOY PROT ISOLATE,PROT TECHNOLOGIES INTERNATIONAL,SUPRO",388.0,87.75,4.0,0.0,0.0,0,4.42,200,16.0,0.0,0,0
SOY PROT ISOLATE,"SOY PROT ISOLATE,PROT TECHNOLOGIES INTERNATIONAL,PROPLUS",380.0,86.0,4.0,0.0,0.0,0,5.0,200,18.0,0.0,559,0
CAMPBELL SOUP CO.,"CAMPBELL SOUP CO.,CAMPBELL'S BRN SUGAR&BACON FLAV BKD BNS",123.0,3.85,1.92,23.08,10.0,2,69.4,31,1.11,0.0,0,0
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,CAMPBELL'S PORK & BNS",106.0,4.62,1.15,19.23,6.150000095,4,73.7,31,1.11,0.0,0,0
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,PACE,TRADITIONAL REFRIED BNS",67.0,4.17,0.0,10.83,2.5,0,82.7,33,0.9,0.0,0,0
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,PACE,SALSA REFRIED BNS",60.0,3.33,0.0,11.67,3.329999924,0,82.2,33,0.9,0.0,0,0
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,PACE,SPICY JALAPENO REFRIED BNS",63.0,4.17,0.0,11.67,3.329999924,0,82.4,33,0.9,0.0,0,0
VITASOY USA,"VITASOY USA,NASOYA LITE FIRM TOFU",54.0,8.3,1.7,1.3,0.200000003,0,87.74,184,1.6,0.0,0,0
VITASOY USA,"VITASOY USA,ORGANIC NASOYA SUPER FIRM CUBED TOFU",122.0,12.4,6.3,3.9,0.600000024,0,76.4,188,2.0,0.0,0,0
VITASOY USA,"VITASOY USA,ORGANIC NASOYA EX FIRM TOFU",98.0,10.1,5.2,2.8,0.400000006,0,80.96,77,1.6,0.0,0,0
VITASOY USA,"VITASOY USA,ORGANIC NASOYA FIRM TOFU",84.0,8.9,4.4,2.3,0.300000012,0,83.81,125,1.2,0.0,0,0
VITASOY USA,"VITASOY USA,VITASOY ORGANIC CREAMY ORIGINAL SOYMILK",44.0,2.9,1.6,4.5,2.0,0,90.27,127,0.4,0.0,0,0
VITASOY USA,"VITASOY USA,VITASOY ORGNAIC CLASSIC ORIGINAL SOYMILK",47.0,3.2,1.8,4.5,2.0,0,89.76,17,0.44,0.0,0,0
VITASOY USA,"VITASOY USA,VITASOY LT VANILLA SOYMILK",30.0,1.6,0.82,4.1,2.900000095,0,92.74,123,0.3,0.0,0,0
SOYMILK (ALL FLAVORS),"SOYMILK (ALL FLAVORS),UNSWTND,W/ ADDED CA,VITAMINS A & D",33.0,2.86,1.61,1.74,0.409999996,0,93.14,124,0.46,0.0,0,0
SOYMILK (ALL FLAVORS),"SOYMILK (ALL FLAVORS),ENHANCED",45.0,2.94,1.99,3.45,2.529999971,0,90.98,140,0.49,7.2,0,0
SOYMILK,"SOYMILK,ORIGINAL & VANILLA,LT,W/ ADDED CA,VITAMINS A & D",30.0,2.38,0.77,3.51,2.609999895,0,92.69,123,0.43,0.0,0,0
SOYMILK,"SOYMILK,CHOC & OTHER FLAVORS,LT,W/ ADDED CA,VITAMINS A & D",47.0,2.1,0.64,8.24,7.130000114,0,88.38,123,0.59,0.0,0,0
SOYMILK,"SOYMILK,ORIGINAL & VANILLA,LT,UNSWTND,W/ ADDED CA,VIT A & D",34.0,2.62,0.85,3.85,0.409999996,0,92.03,123,0.46,0.0,0,0
SOYMILK (ALL FLAVORS),"SOYMILK (ALL FLAVORS),LOWFAT,W/ ADDED CA,VITAMINS A & D",41.0,1.65,0.62,7.2,3.5,0,89.89,82,0.44,0.0,0,0
SOYMILK (ALL FLAVORS),"SOYMILK (ALL FLAVORS),NONFAT,W/ ADDED CA,VITAMINS A & D",27.0,2.47,0.0,4.22,3.650000095,0,92.67,116,0.35,0.0,0,0
SILK PLN,"SILK PLN,SOYMILK",41.0,2.88,1.65,3.29,2.470000029,0,91.53,123,0.44,0.0,0,0
SILK VANILLA,"SILK VANILLA,SOYMILK",41.0,2.47,1.44,4.12,2.880000114,0,91.32,123,0.44,0.0,0,0
SILK CHOC,"SILK CHOC,SOYMILK",58.0,2.06,1.44,9.47,7.820000172,0,86.39,123,0.59,0.0,0,0
SILK LT PLN,"SILK LT PLN,SOYMILK",29.0,2.47,0.82,3.29,2.470000029,0,92.77,123,0.44,0.0,0,0
SILK LT VANILLA,"SILK LT VANILLA,SOYMILK",33.0,2.47,0.82,4.12,2.880000114,0,91.95,123,0.44,0.0,0,0
SILK LT CHOC,"SILK LT CHOC,SOYMILK",49.0,2.06,0.62,9.05,7.820000172,0,87.63,123,0.59,0.0,0,0
SILK PLUS OMEGA-3 DHA,"SILK PLUS OMEGA-3 DHA,SOYMILK",45.0,2.88,2.06,3.29,2.470000029,0,91.13,144,0.44,0.0,0,0
SILK PLUS FOR BONE HEALTH,"SILK PLUS FOR BONE HEALTH,SOYMILK",41.0,2.47,1.44,4.53,2.880000114,0,90.92,165,0.44,0.0,0,0
SILK PLUS FIBER,"SILK PLUS FIBER,SOYMILK",41.0,2.47,1.44,5.76,2.880000114,0,89.69,123,0.44,0.0,0,0
SILK UNSWTND,"SILK UNSWTND,SOYMILK",33.0,2.88,1.65,1.65,0.409999996,0,93.18,123,0.44,0.0,0,0
SILK VERY VANILLA,"SILK VERY VANILLA,SOYMILK",53.0,2.47,1.65,7.82,6.579999924,0,87.41,144,0.44,8.6,0,0
SILK NOG,"SILK NOG,SOYMILK",74.0,2.46,1.64,12.3,9.840000153,0,82.96,16,0.3,0.0,0,0
SILK CHAI,"SILK CHAI,SOYMILK",53.0,2.47,1.44,7.82,5.760000229,0,87.62,123,0.44,0.0,0,0
SILK MOCHA,"SILK MOCHA,SOYMILK",58.0,2.06,1.44,9.05,7.409999847,0,86.8,123,0.44,0.0,0,0
SILK COFFEE,"SILK COFFEE,SOYMILK",62.0,2.06,1.44,10.29,9.470000267,0,85.56,123,0.0,0.0,0,0
No Category,SILK VANILLA SOY YOGURT (FAMILY SIZE),79.0,2.64,1.76,13.66,10.56999969,0,80.7,132,0.48,0.0,0,0
No Category,SILK VANILLA SOY YOGURT (SINGLE SERVING SIZE),88.0,2.94,1.76,14.71,10.59000015,0,79.35,176,0.85,17.6,0,0
No Category,SILK PLN SOY YOGURT,66.0,2.64,1.76,9.69,5.289999962,0,84.67,132,0.0,13.2,0,0
No Category,SILK STRAWBERRY SOY YOGURT,94.0,2.35,1.18,18.24,12.93999958,0,77.0,176,0.64,17.6,0,0
No Category,SILK RASPBERRY SOY YOGURT,88.0,2.35,1.18,17.65,12.93999958,0,77.59,176,0.64,17.6,0,0
No Category,SILK PEACH SOY YOGURT,94.0,2.35,1.18,18.82,14.71000004,0,76.41,176,0.64,17.6,0,0
No Category,SILK BLACK CHERRY SOY YOGURT,88.0,2.35,1.18,17.06,11.76000023,0,78.18,176,0.64,17.6,0,0
No Category,SILK BLUEBERRY SOY YOGURT,88.0,2.35,1.18,17.06,12.35000038,0,78.18,176,0.64,17.6,0,0
No Category,SILK KEY LIME SOY YOGURT,88.0,2.35,1.18,17.65,12.35000038,0,77.59,176,0.64,17.6,0,0
No Category,SILK BANANA-STRAWBERRY SOY YOGURT,88.0,,1.18,17.06,10.59000015,0,78.18,176,0.64,17.6,0,0
No Category,SILK ORIGINAL CREAMER,100.0,0.0,6.67,6.67,0.0,0,86.29,0,0.0,0.0,0,0
No Category,SILK FRENCH VANILLA CREAMER,133.0,0.0,6.67,20.0,20.0,0,72.95,0,0.0,0.0,0,0
No Category,SILK HAZELNUT CREAMER,133.0,0.0,6.67,20.0,20.0,0,72.95,0,0.0,200.0,0,0
BEANS,"BEANS,ADZUKI,MATURE SD,CKD,BLD,W/SALT",128.0,7.52,0.1,24.77,0.0,0,66.29,28,2.0,0.0,0,0
BEANS,"BEANS,BLACK,MATURE SEEDS,CKD,BLD,W/SALT",132.0,8.86,0.54,23.71,0.0,0,65.74,27,2.1,0.0,0,0
BEANS,"BEANS,BLACK TURTLE SOUP,MATURE SEEDS,CKD,BLD,W/SALT",130.0,8.18,0.35,24.35,0.319999993,0,65.74,55,2.85,0.0,0,0
BEANS,"BEANS,CRANBERRY (ROMAN),MATURE SEEDS,CKD,BLD,W/SALT",136.0,9.34,0.46,24.46,0.0,0,64.65,50,2.09,0.0,0,0
BEANS,"BEANS,FRENCH,MATURE SEEDS,CKD,BLD,W/SALT",129.0,7.05,0.76,24.02,0.0,0,66.57,63,1.08,1.2,0,0
BEANS,"BEANS,GREAT NORTHERN,MATURE SEEDS,CKD,BLD,W/SALT",118.0,8.33,0.45,21.09,0.0,0,69.0,68,2.13,1.3,0,0
BEANS,"BEANS,KIDNEY,ALL TYPES,MATURE SEEDS,CKD,BLD,W/SALT",127.0,8.67,0.5,22.8,0.319999993,0,66.94,28,2.94,1.2,0,0
