Category,Description,Data.Kilocalories,Data.Protein,Data.Fat.Total Lipid,Data.Carbohydrate,Data.Sugar Total,Data.Cholesterol,Data.Water,Data.Major Minerals.Calcium,Data.Major Minerals.Iron,Data.Vitamins.Vitamin C,Data.Vitamins.Vitamin A - RAE,missing_count
CEREALS RTE,"CEREALS RTE,KELLOGG,KELLOGG'S ALL-BRAN BRAN BUDS",250.0,7.0,2.15,80.0,27.0,0,3.0,63,15.0,20.0,511,0
CEREALS RTE,"CEREALS RTE,QUAKER,CAP'N CRUNCH",402.0,4.37,5.89,84.78,43.84000015,0,2.5,11,19.24,0.0,7,0
CEREALS RTE,"CEREALS RTE,QUAKER,CAP'N CRUNCH W/ CRUNCHBERRIES",402.0,4.41,5.64,85.19,44.72999954,0,2.5,14,19.3,0.1,7,0
CEREALS RTE,"CEREALS RTE,QUAKER,CAP'N CRUNCH'S PNUT BUTTER CRUNCH",416.0,7.1,9.16,78.72,33.11999893,0,2.5,9,18.36,0.0,8,0
CEREALS RTE,"CEREALS RTE,GENERAL MILLS,CHEERIOS",367.0,11.33,5.9,74.68,4.019999981,0,3.76,408,31.77,24.4,867,0
CEREALS RTE,"CEREALS RTE,KELLOGG,KELLOGG'S COCOA KRISPIES",381.0,5.22,2.9,86.05,33.95999908,0,2.81,17,22.2,48.4,492,0
CEREALS RTE,"CEREALS RTE,RICE,PUFFED,PRESWEETENED,W/ COCOA,SINGLE BRAND",398.0,3.5,4.2,87.9,44.0,0,2.9,12,6.21,0.0,776,0
CEREALS RTE,"CEREALS RTE,GENERAL MILLS,COOKIE CRISP",400.0,3.33,5.0,86.67,43.33000183,0,2.3,333,15.0,20.0,488,0
CEREALS RTE,"CEREALS RTE,QUAKER,QUAKER CRUNCHY BRAN",333.0,6.4,4.07,84.11,20.75,0,2.0,71,30.98,0.0,8,0
CEREALS RTE,"CEREALS RTE,GENERAL MILLS,CORN CHEX",367.0,6.67,1.67,85.06,10.0,0,2.5,333,30.0,20.0,455,0
CEREALS RTE,"CEREALS RTE,KELLOGG,KELLOGG'S CORN FLAKES",361.0,6.61,0.59,87.11,10.5,0,3.76,4,29.0,22.0,456,0
CEREALS RTE,"CEREALS RTE,CORN FLAKES,LO NA",399.0,7.7,0.3,88.8,6.110000134,0,3.0,43,2.22,0.0,10,0
CEREALS RTE,"CEREALS RTE,KELLOGG,KELLOGG'S CRACKLIN' OAT BRAN",402.0,8.0,13.9,71.8,32.0,0,3.0,60,3.7,31.0,460,0
CEREALS RTE,"CEREALS RTE,RALSTON CRISPY RICE",364.0,6.69,1.26,86.22,7.650000095,0,3.62,5,32.73,64.5,704,0
CEREALS RTE,"CEREALS RTE,GENERAL MILLS,WHEATIES RAISIN BRAN",333.0,7.0,1.7,81.0,33.0,0,7.0,0,13.6,0.0,273,0
CEREALS RTE,"CEREALS RTE,KELLOGG'S ALL-BRAN COMPLETE WHEAT FLAKES",318.0,10.0,2.0,79.0,17.0,0,3.0,52,62.0,207.0,777,0
CEREALS RTE,"CEREALS RTE,BRAN FLAKES,SINGLE BRAND",320.0,9.4,2.2,80.4,18.89999962,0,3.7,56,27.0,0.0,751,0
CEREALS RTE,"CEREALS RTE,KELLOGG,KELLOGG'S FROOT LOOPS",393.0,3.4,4.1,87.5,45.0,0,3.0,78,14.1,47.0,483,0
CEREALS RTE,"CEREALS RTE,KELLOGG'S FRSTD MINI-WHEATS,ORIGINAL",343.0,9.0,1.6,82.0,21.0,0,6.0,33,32.0,0.0,0,0
CEREALS RTE,"CEREALS RTE,KELLOGG,KELLOGG'S FRSTD RICE KRISPIES",384.0,5.0,0.9,89.0,39.0,0,2.9,10,18.0,20.0,743,0
CEREALS RTE,"CEREALS RTE,RICE,PUFFED,PRESWEETENED,FRUIT FLAV,SINGLE BRAND",401.0,3.6,3.9,87.9,,0,3.0,5,6.67,0.0,834,0
CEREALS RTE,"CEREALS RTE,GENERAL MILLS,GOLDEN GRAHAMS",400.0,3.33,3.33,86.53,33.33000183,0,2.2,333,15.0,20.0,501,0
CEREALS RTE,"CEREALS RTE,GRANOLA,HOMEMADE",489.0,14.85,24.06,53.25,20.0,0,5.4,78,4.23,1.2,1,0
CEREALS RTE,"CEREALS RTE,KRAFT,POST GRAPE-NUTS CRL",359.0,12.48,1.85,80.1,12.60999966,0,3.0,39,38.06,0.0,529,0
CEREALS RTE,"CEREALS RTE,WHEAT&MALT BARLEY FLAKES",365.0,10.0,2.9,81.5,17.60000038,0,3.2,39,27.93,0.0,776,0
CEREALS RTE,"CEREALS RTE,GENERAL MILLS,HONEY NUT CHEERIOS",393.0,10.71,5.36,77.33,32.13999939,0,2.2,357,16.07,21.4,536,0
CEREALS RTE,"CEREALS RTE,CORN&OAT FLOURS,PUFFED PRESWEETENED,SINGLE BRAND",395.0,5.2,2.1,88.9,38.29999924,0,1.5,17,9.31,0.0,748,0
CEREALS RTE,"CEREALS RTE,QUAKER,KING VITAMAN",386.0,6.54,3.47,85.0,20.18000031,0,2.0,10,29.0,40.0,959,0
CEREALS RTE,"CEREALS RTE,GENERAL MILLS,KIX",367.0,7.69,3.46,82.82,9.760000229,0,2.79,570,32.0,25.4,876,0
CEREALS RTE,"CEREALS RTE,QUAKER,QUAKER OAT LIFE,PLN",373.0,9.89,4.39,77.81,19.47999954,0,4.3,349,28.1,0.0,2,0
CEREALS RTE,"CEREALS RTE,GENERAL MILLS,LUCKY CHARMS",407.0,7.02,3.63,82.9,39.93000031,0,3.17,399,18.4,23.3,559,0
CEREALS RTE,"CEREALS RTE,BRAN,MALTED FLR,SINGLE BRAND",287.0,12.7,2.1,78.2,24.39999962,0,2.8,76,27.93,0.0,776,0
CEREALS RTE,"CEREALS RTE,QUAKER,100% NAT GRANOLA OATS & HONEY",429.0,10.38,12.86,72.64,25.79000092,1,2.21,117,2.69,0.2,0,0
CEREALS RTE,"CEREALS RTE,GENERAL MILLS,HONEY NUT CHEX",400.0,6.67,1.67,86.0,30.0,0,2.2,333,30.0,20.0,3,0
CEREALS RTE,"CEREALS RTE,KELLOGG,KELLOGG'S PRODUCT 19",333.0,7.7,1.4,83.0,13.30000019,0,3.0,16,60.3,204.0,714,0
CEREALS RTE,"CEREALS RTE,QUAKER,SWT CRUNCH/QUISP",405.0,4.5,6.07,85.03,43.36000061,0,2.0,9,18.35,0.0,45,0
CEREALS RTE,"CEREALS RTE,KELLOGG,KELLOGG'S RAISIN BRAN",322.0,8.59,2.19,77.36,29.89999962,0,8.77,47,12.77,0.0,442,0
CEREALS RTE,"CEREALS RTE,KRAFT,POST RAISIN BRAN CRL",317.0,9.33,2.5,76.84,28.05999947,0,8.13,54,24.0,8.0,382,0
CEREALS RTE,"CEREALS RTE,GENERAL MILLS,RICE CHEX",382.0,6.45,1.61,85.42,7.409999847,0,2.5,370,33.33,22.2,556,0
CEREALS RTE,"CEREALS RTE,KELLOGG,KELLOGG'S RICE KRISPIES",387.0,6.84,0.96,85.24,9.460000038,0,4.13,7,34.4,27.8,567,0
CEREALS RTE,"CEREALS RTE,QUAKER,QUAKER PUFFED RICE",383.0,7.0,0.9,87.77,0.0,0,3.91,9,2.86,0.0,0,0
CEREALS RTE,"CEREALS RTE,KELLOGG,KELLOGG'S SPL K",379.0,22.5,1.55,71.0,12.89999962,0,3.0,30,27.0,67.7,743,0
CEREALS RTE,"CEREALS RTE,KELLOGG,KELLOGG'S CORN POPS",378.0,3.7,0.75,90.0,47.90000153,0,3.0,17,6.2,19.4,462,0
CEREALS RTE,"CEREALS RTE,KELLOGG,KELLOGG'S FRSTD FLAKES",367.0,4.34,0.26,90.86,38.72000122,0,3.27,3,23.41,26.7,589,0
CEREALS RTE,"CEREALS RTE,KELLOGG,KELLOGG'S HONEY SMACKS",387.0,6.4,1.85,89.0,56.0,0,2.5,24,1.3,22.6,566,0
CEREALS RTE,"CEREALS RTE,WHEAT,PUFFED,PRESWEETENED,SINGLE BRAND",398.0,5.5,1.4,90.9,53.90000153,0,2.9,15,6.67,0.0,834,0
CEREALS RTE,"CEREALS RTE,RALSTON TASTEEOS",398.0,11.83,5.97,74.22,4.639999866,0,3.68,357,30.0,14.9,513,0
CEREALS RTE,"CEREALS RTE,CORN FLAKES,PLN,SINGLE BRAND",360.0,6.7,0.1,86.7,6.5,0,3.5,3,19.29,0.0,764,0
CEREALS RTE,"CEREALS RTE,GENERAL MILLS,WHL GRAIN TOTAL",333.0,6.67,1.67,77.18,16.67000008,0,2.67,3333,60.0,200.0,501,0
CEREALS RTE,"CEREALS RTE,GENERAL MILLS,TRIX",400.0,3.33,5.0,86.67,43.33000183,0,2.0,313,14.06,20.0,469,0
CEREALS RTE,"CEREALS RTE,WAFFELOS",405.0,5.6,4.2,86.3,0.0,0,2.5,28,15.9,53.0,1324,0
CEREALS RTE,"CEREALS RTE,WHL WHEAT,SHREDDED,PRESWEETENED,SINGLE BRAND",385.0,9.82,3.77,81.22,23.07999992,0,3.82,27,3.46,0.0,0,0
CEREALS RTE,"CEREALS RTE,GENERAL MILLS,WHEAT CHEX",360.0,10.0,2.0,81.09,10.0,0,2.5,200,28.8,12.0,300,0
CEREALS RTE,"CEREALS RTE,MALT-O-MEAL,CORN BURSTS",394.0,4.0,0.34,93.7,43.59999847,1,0.9,5,6.56,60.5,872,0
CEREALS RTE,"CEREALS RTE,WHEAT GERM,TSTD,PLN",382.0,29.1,10.7,49.6,7.800000191,0,5.6,45,9.09,6.0,5,0
CEREALS RTE,"CEREALS RTE,QUAKER,KRETSCHMER HONEY CRUNCH WHEAT GERM",372.0,26.55,7.78,58.11,24.85000038,0,3.4,50,8.05,0.0,0,0
CEREALS RTE,"CEREALS RTE,GENERAL MILLS,FRENCH TOAST CRUNCH",438.0,6.25,10.94,77.55,34.38000107,0,2.05,313,14.06,18.8,446,0
CEREALS RTE,"CEREALS RTE,GENERAL MILLS,MULTI-GRAIN CHEERIOS",379.0,6.9,3.45,83.34,20.69000053,0,2.5,345,62.07,51.7,518,0
CEREALS RTE,"CEREALS RTE,GENERAL MILLS,TEAM CHEERIOS",370.0,7.41,3.7,82.88,37.04000092,0,2.38,370,40.0,22.2,556,0
CEREALS RTE,"CEREALS RTE,GENERAL MILLS,WHEATIES",367.0,10.0,3.33,80.77,13.32999992,0,2.59,67,28.0,20.0,501,0
CEREALS,"CEREALS,CORN GRITS,WHITE,REG & QUICK,ENR,DRY",371.0,8.8,1.2,79.6,0.639999986,0,10.0,2,3.91,0.0,0,0
CEREALS,"CEREALS,CORN GRITS,WHITE,REG & QUICK,ENR,CKD W/ H2O,WO/ SALT",59.0,1.42,0.19,12.87,0.100000001,0,85.35,3,0.6,0.0,0,0
CEREALS,"CEREALS,QUAKER,CORN GRITS,INST,PLN,DRY",342.0,8.43,0.97,78.82,0.289999992,0,8.44,21,30.38,0.0,0,0
CEREALS,"CEREALS,QUAKER,CORN GRITS,INST,PLN,PREP W/H2O",68.0,1.61,0.19,15.06,0.059999999,0,82.42,6,5.81,0.0,0,0
CEREALS,"CEREALS,QUAKER,CORN GRITS,INST,CHEDDAR CHS FLAVOR,DRY",366.0,8.37,5.97,73.08,2.130000114,2,7.6,46,28.93,0.0,3,0
CEREALS,"CEREALS,QUAKER,CORN GRITS,INST,CHEDDAR CHS FLAVOR,PREP W/H2O",72.0,1.6,1.1,14.01,0.409999996,0,82.26,11,5.53,0.0,1,0
CEREALS,"CEREALS,QUAKER,CORN GRITS,INST,W/IMITN BACON BITS,DRY",349.0,9.85,1.65,77.35,0.270000011,0,7.3,38,28.93,0.0,0,0
CEREALS,"CEREALS,QUAKER,CRNGRIT,INST,CNTRYBCN(IMTATN BCN BIT)PRPW/H2O",69.0,1.92,0.33,14.61,0.07,0,82.2,4,5.53,0.0,0,0
CEREALS,"CEREALS,CRM OF RICE,DRY",370.0,6.3,0.5,82.4,0.119999997,0,10.5,24,1.3,0.0,0,0
CEREALS,"CEREALS,CRM OF RICE,CKD W/H2O,WO/SALT",52.0,0.9,0.1,11.4,0.02,0,87.5,3,0.2,0.0,0,0
CEREALS,"CEREALS,CREAM OF WHEAT,REG,DRY",370.0,10.5,1.5,76.5,0.200000003,0,10.9,303,28.6,0.0,0,0
CEREALS,"CEREALS,CREAM OF WHEAT,REG,CKD W/ H2O,WO/ SALT",52.0,1.51,0.22,11.0,0.029999999,0,87.1,46,4.12,0.0,0,0
CEREALS,"CEREALS,CREAM OF WHEAT,QUICK,DRY",361.0,10.2,1.3,75.0,0.400000006,0,10.4,303,28.6,0.0,0,0
CEREALS,"CEREALS,CREAM OF WHEAT,QUICK,CKD W/ H2O,WO/ SALT",54.0,1.5,0.2,11.2,0.0,0,86.6,21,4.3,0.0,0,0
CEREALS,"CEREALS,CREAM OF WHEAT,INST,DRY",366.0,10.6,1.4,75.5,0.400000006,0,10.4,357,28.6,0.0,1341,0
CEREALS,"CEREALS,CREAM OF WHEAT,INST,PREP W/ H2O,WO/ SALT",62.0,1.84,0.24,13.08,0.07,0,84.4,64,4.96,0.0,232,0
CEREALS,"CEREALS,CREAM OF WHEAT,MIX'N EAT,PLN,DRY",361.0,9.7,1.2,75.6,0.0,0,10.7,71,28.6,0.0,1324,0
CEREALS,"CEREALS,CREAM OF WHEAT,MIX'N EAT,PLN,PREP W/ H2O",72.0,1.9,0.2,15.1,0.0,0,82.1,14,5.7,0.0,265,0
CEREALS,"CEREALS,CRM OF WHEAT,MIX'N EAT,APPL,BANANA&MAPLE FLAV,DRY",373.0,6.9,1.1,81.6,0.0,0,8.0,113,22.9,0.0,1060,0
CEREALS,"CEREALS,CRM OF WHEAT,MIX'N EAT,APPL,BANANA&MAPLE FLAV,PREP",88.0,1.6,0.3,19.3,0.0,0,78.3,27,5.4,0.0,250,0
CEREALS,"CEREALS,FARINA,ENR,DRY",369.0,10.6,0.5,78.0,0.270000011,0,10.5,14,3.72,0.0,0,0
CEREALS,"CEREALS,FARINA,ENR,CKD W/ H2O,WO/ SALT",48.0,1.42,0.07,10.47,0.039999999,0,87.9,4,0.5,0.0,0,0
CEREALS,"CEREALS,MALTEX,DRY",352.0,11.2,2.1,77.3,0.660000026,0,7.5,36,3.5,0.0,0,0
CEREALS,"CEREALS,MALTEX,CKD W/ H2O,WO/ SALT",76.0,2.29,0.43,15.81,0.129999995,0,81.0,9,0.72,0.0,0,0
CEREALS,"CEREALS,MALT-O-MEAL,PLN,DRY",361.0,11.8,1.27,75.6,1.100000024,1,9.8,508,55.7,1.0,0,0
CEREALS,"CEREALS,MAYPO,DRY",385.0,13.2,5.3,72.0,34.04999924,0,6.3,282,19.0,64.0,1589,0
CEREALS,"CEREALS,MAYPO,CKD W/ H2O,WO/ SALT",71.0,2.4,1.0,13.3,6.260000229,0,82.7,52,3.5,12.0,292,0
CEREALS,"CEREALS,OATS,REG & QUICK & INST,NOT FORT,DRY",379.0,13.15,6.52,67.7,0.99000001,0,10.84,52,4.25,0.0,0,0
CEREALS,"CEREALS,OATS,REG & QUICK & INST,UNENR,CKD W/ H2O,WO/ SALT",71.0,2.54,1.52,12.0,0.270000011,0,83.61,9,0.9,0.0,0,0
CEREALS,"CEREALS,OATS,INST,FORT,PLN,DRY",375.0,12.72,6.25,67.55,1.50999999,0,10.37,352,29.27,0.0,1072,0
CEREALS,"CEREALS,OATS,INST,FORT,PLN,PREP W/ H2O",68.0,2.37,1.36,11.67,0.460000008,0,84.03,80,5.96,0.0,186,0
CEREALS,"CEREALS,QUAKER,INST OATMEAL,APPLS & CINN,DRY",365.0,8.0,4.39,77.92,35.52999878,0,6.3,314,11.31,1.2,946,0
CEREALS,"CEREALS,QUAKER,INST OATMEAL,APPLS & CINN,PREP W/ BOILING H2O",87.0,1.82,1.0,17.77,8.100000381,0,78.56,74,2.58,0.2,216,0
CEREALS,"CEREALS,OATS,INST,FORT,W/ CINN & SPICE,DRY",370.0,8.59,4.67,76.97,33.70000076,0,6.56,239,8.6,0.1,718,0
CEREALS,"CEREALS,OATS,INST,FORT,W/ CINN & SPICE,PREP W/ H2O",107.0,2.4,1.31,21.52,9.420000076,0,73.8,69,2.41,0.0,201,0
CEREALS,"CEREALS,QUAKER,INST OATMEAL,MAPLE & BROWN SUGAR,DRY",366.0,8.93,4.83,75.28,30.43000031,0,6.87,256,9.21,0.0,768,0
CEREALS,"CEREALS,QUAKER,INST OAT, MAPLE & BR SUGAR,PREP W/ BOIL H2O",101.0,2.38,1.29,20.04,8.100000381,0,75.13,70,2.46,0.0,205,0
CEREALS,"CEREALS,OATS,INST,FORT,W/ RAISINS & SPICE,DRY",360.0,7.76,4.27,76.31,36.31000137,0,8.23,256,9.2,0.7,768,0
CEREALS,"CEREALS,OATS,INST,FORT,W/ RAISINS & SPICE,PREP W/ H2O",100.0,2.07,1.14,20.32,9.670000076,0,75.49,70,2.45,0.2,204,0
CEREALS,"CEREALS,RALSTON,DRY",341.0,14.1,2.1,72.1,0.0,0,9.9,35,4.2,0.0,0,0
CEREALS,"CEREALS,RALSTON,CKD W/ H2O,WO/ SALT",53.0,2.2,0.3,11.2,0.0,0,86.1,5,0.65,0.0,0,0
CEREALS,"CEREALS,ROMAN MEAL,PLN,DRY",322.0,14.4,2.2,72.0,0.0,0,9.1,65,4.64,0.0,0,0
CEREALS,"CEREALS,ROMAN MEAL,PLN,CKD W/ H2O,WO/ SALT",61.0,2.7,0.4,13.7,0.0,0,82.7,12,0.88,0.0,0,0
CEREALS RTE,"CEREALS RTE,MALT-O-MEAL,MARSHMLLW MATEYS",394.0,7.2,3.6,83.3,42.79999924,1,1.7,457,19.3,29.7,892,0
CEREALS RTE,"CEREALS RTE,GENERAL MILLS,CINN GRAHAMS",378.0,5.0,2.8,86.0,38.0,0,2.63,333,15.0,20.0,501,0
CEREALS RTE,"CEREALS RTE,CHOC FLAV RINGS,PRESWEETENED,SINGLE BRAND",415.0,4.8,8.8,81.9,47.0,0,2.5,19,6.67,0.0,834,0
CEREALS,"CEREALS,WHEATENA,DRY",357.0,13.1,2.9,75.6,1.600000024,0,6.5,28,3.57,0.0,1,0
CEREALS,"CEREALS,WHEATENA,CKD W/ H2O",56.0,2.0,0.5,11.8,0.0,0,85.4,4,0.56,0.0,0,0
CEREALS,"CEREALS,WHL WHEAT HOT NAT CRL,DRY",342.0,11.2,2.0,75.2,0.419999987,0,9.9,40,3.39,0.0,0,0
CEREALS,"CEREALS,WHL WHEAT HOT NAT CRL,CKD W/ H2O,WO/ SALT",62.0,2.0,0.4,13.7,0.079999998,0,83.6,7,0.62,0.0,0,0
CEREALS RTE,"CEREALS RTE,QUAKER,QUAKER PUFFED WHEAT",366.0,16.26,2.15,76.39,1.360000014,0,3.69,24,4.4,0.0,0,0
CEREALS RTE,"CEREALS RTE,WHEAT,SHREDDED,PLN,SUGAR & SALT FREE",337.0,11.37,2.21,78.76,0.939999998,0,6.1,50,2.95,10.1,0,0
CEREALS RTE,"CEREALS RTE,WHEAT,SHREDDED,PLN,SUGAR&SALT FREE,SPOON SIZE",340.0,10.3,1.1,83.0,0.899999976,0,4.1,43,3.18,0.0,0,0
CEREALS,"CEREALS,ROMAN MEAL WITH OATS,CKD W/ H2O,WO/ SALT",71.0,3.0,0.8,14.2,0.0,0,81.5,11,0.58,0.0,0,0
CEREALS RTE,"CEREALS RTE,RICE,PUFFED,FORT",402.0,6.3,0.5,89.8,0.0,0,3.0,6,31.7,0.0,0,0
CEREALS RTE,"CEREALS RTE,WHEAT,PUFFED,FORT",364.0,14.7,1.2,79.6,0.0,0,3.0,28,31.7,0.0,0,0
CEREALS,"CEREALS,CORN GRITS,WHITE,REG & QUICK,UNENR,DRY",371.0,8.8,1.2,79.6,0.639999986,0,10.0,2,1.0,0.0,0,0
CEREALS,"CEREALS,CORN GRITS,YEL,REG & QUICK,ENR,DRY",371.0,8.8,1.2,79.6,0.639999986,0,10.0,2,3.91,0.0,11,0
CEREALS,"CEREALS,CORN GRITS,YEL,REG & QUICK,UNENR,DRY",371.0,8.8,1.2,79.6,0.639999986,0,10.0,2,1.0,0.0,11,0
CEREALS,"CEREALS,CORN GRITS,WHITE,REG,QUICK,ENR,CKD W/ H2O,W/ SALT",59.0,1.42,0.19,12.87,0.100000001,0,85.35,3,0.6,0.0,0,0
CEREALS,"CEREALS,CORN GRITS,WHITE,REG & QCK,UNENR,CKD W/ H2O,WO/ SALT",59.0,1.42,0.19,12.87,0.100000001,0,85.35,3,0.16,0.0,0,0
CEREALS,"CEREALS,CORN GRITS,WHITE,REG,QUICK,UNENR,CKD W/ H2O,W/ SALT",60.0,1.4,0.2,13.0,0.0,0,85.3,0,0.2,0.0,0,0
CEREALS,"CEREALS,CORN GRITS,YEL,REG & QUICK,ENR,CKD W/ H2O,WO/ SALT",59.0,1.42,0.19,12.87,0.100000001,0,85.35,3,0.6,0.0,2,0
CEREALS,"CEREALS,CORN GRITS,YEL,REG,QUICK,ENR,CKD W/ H2O,W/ SALT",59.0,1.42,0.19,12.87,0.100000001,0,85.35,3,0.6,0.0,2,0
CEREALS,"CEREALS,CORN GRITS,YEL,REG & QUICK,UNENR,CKD W/ H2O,WO/ SALT",59.0,1.42,0.19,12.87,0.100000001,0,85.35,3,0.16,0.0,2,0
CEREALS,"CEREALS,CORN GRITS,YEL,REG,QUICK,UNENR,CKD W/ H2O,W/ SALT",59.0,1.42,0.19,12.87,0.100000001,0,85.35,3,0.16,0.0,2,0
CEREALS,"CEREALS,CREAM OF RICE,CKD W/ H2O,W/ SALT",52.0,0.9,0.1,11.5,0.02,0,87.5,3,0.2,0.0,0,0
CEREALS,"CEREALS,CRM OF WHEAT,REG,CKD W/ H2O,W/ SALT,(WHEAT)",52.0,1.51,0.22,11.0,0.029999999,0,87.1,46,4.12,0.0,0,0
CEREALS,"CEREALS,CREAM OF WHEAT,QUICK,CKD W/ H2O,W/ SALT",54.0,1.5,0.2,11.2,0.0,0,86.6,21,4.3,0.0,0,0
CEREALS,"CEREALS,CRM OF WHEAT,INST,PREP W/ H2O,W/ SALT,(WHEAT)",62.0,1.84,0.24,13.08,0.07,0,84.4,64,4.96,0.0,232,0
CEREALS,"CEREALS,FARINA,UNENR,DRY",369.0,10.6,0.5,78.0,0.0,0,10.5,14,1.5,0.0,0,0
CEREALS,"CEREALS,FARINA,ENR,CKD W/ H2O,W/ SALT",48.0,1.42,0.07,10.47,0.039999999,0,87.9,4,0.5,0.0,0,0
CEREALS,"CEREALS,MALTEX,CKD W/ H2O,W/ SALT",76.0,2.29,0.43,15.81,0.129999995,0,81.0,9,0.72,0.0,0,0
CEREALS,"CEREALS,MALT-O-MEAL,CHOC,DRY",374.0,10.6,1.31,79.9,24.39999962,1,6.7,369,39.7,1.0,0,0
CEREALS,"CEREALS,MAYPO,CKD W/ H2O,W/ SALT",71.0,2.43,0.97,13.23,6.260000229,0,82.7,54,3.49,11.8,292,0
CEREALS,"CEREALS,OATS,REG & QUICK & INST,UNENR,CKD W/ H2O,W/ SALT",71.0,2.54,1.52,12.0,0.270000011,0,83.61,9,0.9,0.0,0,0
CEREALS,"CEREALS,ROMAN MEAL,PLN,CKD W/ H2O,W/ SALT",61.0,2.7,0.4,13.7,0.0,0,82.7,12,0.88,0.0,0,0
CEREALS,"CEREALS,WHEATENA,CKD W/ H2O,W/ SALT",59.0,2.03,0.45,11.74,0.25,0,85.4,6,0.56,0.0,0,0
CEREALS,"CEREALS,WHL WHEAT HOT NAT CRL,CKD W/ H2O,W/ SALT",62.0,2.0,0.4,13.7,0.079999998,0,83.6,7,0.62,0.0,0,0
CEREALS,"CEREALS,ROMAN MEAL WITH OATS,CKD W/ H2O,W/ SALT",71.0,3.0,0.8,14.2,0.0,0,81.5,11,0.58,0.0,0,0
CEREALS,"CEREALS,RALSTON,CKD W/ H2O,W/ SALT",53.0,2.2,0.3,11.2,0.0,0,86.1,5,0.65,0.0,0,0
CEREALS RTE,"CEREALS RTE,KELLOGG,KELLOGG'S LOFAT GRANOLA WO/ RAISINS",387.0,8.0,5.2,81.5,28.0,0,3.5,39,3.7,2.0,460,0
CEREALS RTE,"CEREALS RTE,GENERAL MILLS,OATMEAL CRISP,APPL CINN",382.0,7.27,3.64,84.0,34.54999924,0,2.59,36,8.18,10.9,0,0
CEREALS RTE,"CEREALS RTE,WHEAT,SHREDDED,PRESWEETENED,SINGLE BRAND",352.0,7.8,1.9,83.8,22.29999924,0,6.0,13,3.46,0.0,0,0
CEREALS RTE,"CEREALS RTE,CORN,RICE,WHEAT,OAT,PRESWEETENED,W/FRUIT&ALMONDS",383.0,6.6,4.5,78.9,20.79999924,0,7.2,27,3.27,0.0,410,0
CEREALS RTE,"CEREALS RTE,GENERAL MILLS,REESE'S PUFFS",433.0,6.67,11.67,75.86,40.0,0,2.67,333,15.0,20.0,482,0
CEREALS RTE,"CEREALS RTE,HEALTHY CHOIC,KELLOGG'S ALMOND CRUNCH W/RAISINS",360.0,8.7,4.66,78.6,28.10000038,0,5.84,49,10.9,0.0,258,0
CEREALS,"CEREALS,QUAKER,QUAKER MULTIGRAIN OATMEAL,DRY",333.0,11.3,2.58,73.44,0.600000024,0,11.07,34,2.98,0.0,1,0
CEREALS RTE,"CEREALS RTE,GENERAL MILLS,OATMEAL CRISP W/ ALMONDS",400.0,9.09,8.18,77.25,29.09000015,0,2.86,36,8.18,10.9,0,0
CEREALS RTE,"CEREALS RTE,CHOCOLATE-FLAVORED FRSTD PUFFED CORN",405.0,3.34,3.5,87.2,47.0,0,3.42,70,15.87,52.9,1324,0
CEREALS RTE,"CEREALS RTE,MALT-O-MEAL,COCO-ROOS",396.0,3.7,2.6,89.5,46.5,1,2.0,406,19.5,20.5,594,0
CEREALS RTE,"CEREALS RTE,QUAKER,QUAKER OAT CINN LIFE",373.0,8.93,4.01,79.27,26.12000084,0,4.3,350,23.2,0.1,2,0
CEREALS RTE,"CEREALS RTE,QUAKER,HONEY GRAHAM OH!S",411.0,4.09,7.45,83.61,42.97000122,0,2.75,10,22.05,29.4,736,0
CEREALS RTE,"CEREALS RTE,QUAKER,SUN COUNTRY GRANOLA W/ ALMONDS",467.0,11.77,18.02,67.2,20.42000008,0,1.37,86,4.35,0.1,0,0
CEREALS RTE,"CEREALS RTE,QUAKER,QUAKER OATMEAL SQUARES",378.0,11.04,4.32,78.34,16.10000038,0,2.75,201,30.48,11.4,298,0
CEREALS RTE,"CEREALS RTE,QUAKER,QUAKER CINN OATMEAL SQUARES",379.0,10.49,4.48,79.21,21.19000053,0,2.5,195,28.27,11.0,276,0
CEREALS RTE,"CEREALS RTE,QUAKER,QUAKER OAT BRAN CRL",372.0,12.38,5.11,74.89,16.34000015,0,4.0,191,29.95,11.6,290,0
CEREALS READY TO EAT,"CEREALS READY TO EAT,CHARACTER CEREALS (MOVIES,TV),BRAND A",389.0,6.13,2.33,85.9,39.25,0,2.68,107,14.43,52.5,501,0
CEREALS RTE,"CEREALS RTE,QUAKER,100% NAT CRL W/ OATS,HONEY,& RAISINS",417.0,9.42,11.33,73.88,29.87000084,1,3.54,108,2.58,0.5,0,0
CEREALS RTE,"CEREALS RTE,QUAKER,QUAKER TSTD OATMEAL CRL,HONEY NUT",384.0,9.01,4.07,81.24,25.03000069,0,2.5,337,17.64,3.9,325,0
CEREALS RTE,"CEREALS RTE,QUAKER,LOFAT 100% NAT GRANOLA W/ RAISINS",390.0,7.87,5.54,81.12,33.59999847,0,3.5,64,2.65,0.7,1,0
CEREALS,"CEREALS,QUAKER,CORN GRITS,INST,BUTTER FLAVOR,DRY",366.0,8.09,5.51,75.04,0.870000005,1,6.73,411,28.93,0.0,41,0
CEREALS READY TO EAT,"CEREALS READY TO EAT,CHARACTER CEREALS (MOVIES,TV),BRAND B",388.0,3.33,1.67,90.0,46.66999817,0,2.5,333,15.0,20.0,481,0
